怀 zuodian-dian-shu-heng-pie-shu-dian
潮 dian-dian-ti-heng-shu-shu-hengzhegou-heng-heng-heng-shu-shupie-hengzhegou-heng-heng
扰 heng-shugou-ti-heng-shupie-shuwangou-dian
曳 shu-hengzhe-heng-heng-xiegou-pie
眈 shu-hengzhe-heng-heng-heng-zuodian-henggou-shupie-shuwangou
幸 heng-shu-heng-dian-pie-heng-heng-shu
勻 pie-hengzhegou-heng-heng
函 hengpie-shugou-dian-ti-pie-dian-shuzhe-shu
灼 zuodian-pie-shupie-dian-pie-hengzhegou-dian
哿 hengzhegou-pie-shu-hengzhe-heng-heng-shu-hengzhe-heng-shugou
睾 pie-shu-hengzhe-shu-shu-heng-heng-shu-heng-dian-pie-heng-heng-shu
檀 heng-shu-pie-dian-dian-heng-shu-hengzhe-shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-heng
七 heng-shuwan
概 heng-shu-pie-dian-hengzhe-heng-heng-shuti-dian-heng-shuzhe-shupie-shuwangou
漯 dian-dian-ti-shu-hengzhe-heng-shu-heng-piezhe-piezhe-dian-shugou-zuodian-dian
有 heng-pie-shu-hengzhegou-heng-heng
暈 shu-hengzhe-heng-heng-zuodian-henggou-heng-shu-hengzhe-heng-heng-heng-shu
潆 dian-dian-ti-heng-shu-pie-zuodian-henggou-piezhe-piezhe-dian-shugou-zuodian-dian
复 pie-heng-shu-hengzhegou-heng-heng-pie-hengpie-na
小 shuzhepie-zuodian-dian
劐 heng-shu-pie-pie-shu-dian-heng-heng-heng-shu-heng-hengpie-dian-shu-shugou
瘓 dian-heng-shupie-dian-ti-pie-hengpie-shu-hengzhe-pie-shuwan-heng-pie-na
冒 shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-heng
甕 dian-heng-piezhe-piezhe-pie-pie-shu-dian-heng-heng-heng-shu-heng-heng-shuti-hengzhewangou-dian
咔 shu-hengzhe-heng-shu-heng-heng-shu-dian
栗 heng-shu-hengzhe-shu-shu-heng-heng-shu-pie-na
殖 heng-pie-hengpie-dian-heng-shu-shu-hengzhe-heng-heng-heng-heng
伙 pie-shu-dian-pie-shupie-na
亘 heng-shu-hengzhe-heng-heng-heng
戛 heng-pie-shu-hengzhe-heng-heng-heng-heng-xiegou-pie-dian
奮 heng-pie-na-pie-shu-dian-heng-heng-heng-shu-heng-shu-hengzhegou-heng-shu-heng
牝 pie-heng-shu-ti-pie-shuwangou
枞 heng-shu-pie-dian-shupie-dian-shupie-na
媠 piedian-pie-heng-heng-shupie-heng-shu-heng-shu-hengzhegou-heng-heng
瀚 dian-dian-ti-heng-shu-shu-hengzhe-heng-heng-heng-shu-dian-ti-hengzhegou-pie-ti-hengzhegou-na-dian
瀧 dian-dian-ti-dian-heng-dian-pie-heng-shu-hengzhegou-heng-heng-heng-shuzhezhe-heng-shuwangou-heng-heng-heng
厦 heng-shupie-heng-pie-shu-hengzhe-heng-heng-heng-pie-hengpie-na
圩 heng-shu-ti-heng-heng-shugou
嚨 shu-hengzhe-heng-dian-heng-dian-pie-heng-shu-hengzhegou-heng-heng-heng-shuzhezhe-heng-shuwangou-heng-heng-heng
喪 heng-shu-shu-hengzhe-heng-shu-hengzhe-heng-heng-shuti-pie-na
椭 heng-shu-pie-dian-hengpiewangou-shu-heng-shupie-shu-hengzhe-heng-heng
氯 pie-heng-heng-hengzhexiegou-hengzhe-heng-heng-shugou-dian-ti-pie-dian
侮 pie-shu-pie-heng-shuzhe-hengzhegou-dian-heng-dian
憲 dian-zuodian-henggou-heng-heng-shu-heng-shu-hengzhe-shu-shu-heng-zuodian-wogou-dian-dian
攵 pie-heng-pie-na
家 dian-zuodian-henggou-heng-pie-wangou-pie-pie-pie-na
弹 hengzhe-heng-shuzhezhegou-dian-pie-shu-hengzhe-heng-heng-heng-shu
庸 dian-heng-shupie-hengzhe-heng-heng-shu-hengzhegou-heng-heng-shu
刻 dian-heng-piezhe-pie-pie-dian-shu-shugou
嶺 shu-shuzhe-pie-pie-dian-dian-hengpie-dian-heng-pie-shu-hengzhe-heng-heng-heng-pie-dian
炼 shu-pie-shupie-dian-heng-piezhe-hengzhegou-zuodian-dian
乃 hengzhezhezhe勾-pie
滊 dian-dian-ti-pie-heng-heng-hengzhexiegou-dian-pie-heng-shu-pie-dian
浅 dian-dian-ti-heng-heng-xiegou-pie-dian
泄 dian-dian-ti-heng-shu-shu-heng-shuzhe
甏 heng-shu-heng-shu-hengzhe-heng-dian-pie-ti-pie-pie-pie-heng-shuti-hengzhewangou-dian
揆 heng-shugou-ti-hengpie-dian-pie-pie-na-heng-heng-pie-dian
杉 heng-shu-pie-dian-pie-pie-pie
牍 shupie-shu-heng-hengzhe-heng-shu-henggou-dian-dian-heng-shupie-dian
爬 pingpie-shupie-shu-na-hengzhe-shu-heng-shuwangou
屏 hengzhe-heng-shupie-dian-pie-heng-heng-pie-shu
卑 pie-shu-hengzhe-heng-heng-pie-heng-shu
勐 hengpie-shugou-heng-shu-hengzhe-shu-shu-heng-hengzhegou-shupie
噓 shu-hengzhe-heng-shu-heng-henggou-shupie-heng-shuwangou-shuzhe-shu-shu-shu-heng-heng
燒 zuodian-pie-shupie-dian-heng-shu-heng-heng-shu-ti-heng-shu-heng-heng-pie-shuwangou
啕 shu-hengzhe-heng-pie-hengzhegou-pie-heng-heng-shu-shuzhe-shu
哔 shu-hengzhe-heng-heng-shuti-pie-shuwangou-heng-shu
盪 dian-dian-ti-shu-hengzhe-heng-heng-heng-pie-hengzhegou-pie-pie-shu-hengzhe-shu-zuodian-heng
毖 heng-shuti-pie-shuwangou-zuodian-shuwangou-dian-pie-dian
余 pie-na-heng-heng-shugou-zuodian-dian
付 pie-shu-heng-shugou-dian
扛 heng-shugou-ti-heng-shu-heng
淚 dian-dian-ti-dian-hengzhe-heng-shupie-heng-pie-na-dian
慝 heng-heng-shu-pie-heng-pie-shu-hengzhe-heng-shuzhe-zuodian-wogou-dian-dian
惜 zuodian-dian-shu-heng-shu-shu-heng-shu-hengzhegou-heng-heng
摟 heng-shugou-ti-shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-piedian-pie-heng
柞 heng-shu-pie-dian-pie-heng-shu-heng-heng
嫠 heng-heng-shu-pie-dian-pie-heng-pie-na-heng-pie-piedian-pie-heng
幣 dian-pie-shu-hengzhegou-shu-pie-dian-pie-heng-pie-na-shu-hengzhegou-shu
峤 shu-shuzhe-shu-pingpie-heng-pie-na-pie-shu
另 shu-hengzhe-heng-hengzhegou-pie
坩 heng-shu-ti-heng-shu-shu-heng-heng
橫 heng-shu-pie-dian-heng-shu-shu-heng-heng-shu-hengzhe-heng-shu-heng-pie-dian
嗪 shu-hengzhe-heng-heng-heng-heng-shupie-na-pingpie-heng-shu-pie-dian
業 shu-shu-dian-pie-heng-dian-pie-heng-heng-heng-shu-pie-na
修 pie-shu-shu-pie-hengpie-na-pie-pie-pie
捱 heng-shugou-ti-heng-shupie-heng-shu-heng-heng-shu-heng
懲 pie-pie-shu-shu-shuzhe-shu-heng-heng-heng-shu-ti-pie-heng-pie-na-zuodian-wogou-dian-dian
敵 dian-heng-dian-pie-shu-hengzhegou-heng-shu-shu-hengzhe-heng-pie-heng-pie-na
擴 heng-shugou-ti-dian-heng-shupie-heng-shu-shu-heng-heng-shu-hengzhe-heng-shu-heng-pie-dian
寶 dian-zuodian-henggou-heng-heng-shu-ti-pie-heng-heng-shu-shuzhe-dian-shu-hengzhe-heng-heng-heng-pie-dian
役 pie-pie-shu-pie-hengzhewan-hengpie-na
漾 dian-dian-ti-dian-pie-heng-heng-shu-heng-dian-hengzhegou-hengpie-pie-na
兽 dian-pie-shu-hengzhe-heng-shu-heng-heng-shu-hengzhe-heng
侃 pie-shu-shu-hengzhe-heng-pie-shu-shuwangou
沅 dian-dian-ti-heng-heng-pie-shuwangou
洄 dian-dian-ti-shu-hengzhegou-shu-hengzhe-heng-heng
戆 dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-heng-shu-pie-hengpie-na-heng-dian-heng-shu-hengzhe-pie-dian-zuodian-wogou-dian-dian
暉 shu-hengzhe-heng-heng-zuodian-henggou-heng-shu-hengzhe-heng-heng-heng-shu
月 shupie-hengzhegou-heng-heng
宋 dian-zuodian-henggou-heng-shu-pie-na
夌 heng-shu-heng-pie-shuwan-pie-hengpie-pingna
甬 hengpie-dian-shu-hengzhegou-heng-heng-shu
劑 dian-heng-dian-pie-shu-hengzhegou-pie-pie-shuti-dian-shupie-shu-heng-heng-shu-shugou
匐 pie-hengzhegou-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng
垓 heng-shu-ti-dian-heng-piezhe-pie-pie-dian
倒 pie-shu-heng-piezhe-dian-heng-shu-ti-shu-shugou
咕 shu-hengzhe-heng-heng-shu-shu-hengzhe-heng
唔 shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-hengzhe-heng
亙 heng-shu-hengzhe-dian-dian-heng
优 pie-shu-heng-shupie-shuwangou-dian
掛 heng-shugou-ti-heng-shu-heng-heng-shu-ti-shu-dian
氚 pie-heng-heng-hengzhexiegou-shupie-shu-shu
悝 zuodian-dian-shu-shu-hengzhe-heng-heng-shu-heng-heng
愜 zuodian-dian-shu-heng-heng-shupie-dian-pie-dian-pie-dian-shuzhe
斟 heng-shu-shu-heng-heng-heng-pie-dian-shuzhe-dian-dian-heng-shu
崤 shu-shuzhe-shu-pie-dian-heng-pie-shu-hengzhegou-heng-heng
瞄 shu-hengzhegou-heng-heng-heng-heng-shu-shu-shu-shuzhe-heng-shu-heng
在 heng-pie-shu-heng-shu-heng
殫 heng-pie-hengpie-dian-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu
琪 heng-heng-shu-ti-heng-shu-shu-heng-heng-heng-pie-dian
梭 heng-shu-pie-dian-piezhe-dian-pie-dian-pie-hengpie-na
涯 dian-dian-ti-heng-shupie-heng-shu-heng-heng-shu-heng
抱 heng-shugou-ti-pie-hengzhegou-hengzhe-heng-shuwangou
焉 heng-shu-heng-shu-heng-heng-shuzhezhegou-zuodian-dian-dian-dian
枳 heng-shu-pie-dian-shu-hengzhe-heng-pie-dian
撵 heng-shugou-ti-heng-heng-shupie-dian-heng-heng-pie-na-heng-piezhe-heng-shu
攴 shu-heng-hengpie-na
娶 heng-shu-shu-heng-heng-ti-hengpie-na-piedian-pie-heng
庹 dian-heng-shupie-heng-shu-shu-heng-hengzhe-heng-pie-na
去 heng-shu-heng-piezhe-dian
尺 hengzhe-heng-shupie-na
炽 shu-pie-shupie-dian-shu-hengzhe-heng-pie-dian
儼 pie-shu-shu-hengzhe-heng-shu-hengzhe-heng-heng-shupie-heng-shu-heng-shu-shu-heng-heng-ti-pie-heng-pie-na
喿 shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-shu-pie-na
瘾 dian-heng-shupie-dian-ti-hengpiewangou-shu-pie-hengpie-hengzhe-heng-heng-zuodian-wogou-dian-dian
促 pie-shu-shu-hengzhe-heng-shu-heng-pie-na
桂 heng-shu-pie-dian-heng-shu-heng-heng-shu-heng
泅 dian-dian-ti-shu-xiegou-pie-dian-heng
爨 pie-shu-heng-heng-shu-hengzhe-heng-dian-hengzhe-heng-hengzhe-heng-heng-zuodian-henggou-heng-shu-pie-dian-heng-shu-pie-dian-heng-pie-na-dian-pie-pie-dian
懇 pingpie-dian-dian-pie-wangou-pie-pie-hengzhe-heng-heng-shuti-pie-na-zuodian-wogou-dian-dian
扆 dian-hengzhe-heng-shupie-dian-heng-pie-shuti-pie-na
曉 shu-hengzhe-heng-heng-heng-shu-heng-heng-shu-ti-heng-shu-heng-heng-pie-shuwangou
杈 heng-shu-pie-dian-hengpie-na-dian
摊 heng-shugou-ti-hengpie-dian-pie-shu-dian-heng-heng-heng-shu-heng
⺌ shu-dian-pie
獐 pie-wangou-pie-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-heng-shu
矓 shu-hengzhegou-heng-heng-heng-dian-heng-dian-pie-heng-shu-hengzhegou-heng-heng-heng-shuzhezhe-heng-shuwangou-heng-heng-heng
哕 shu-hengzhe-heng-shu-shuzhe-shu-pie-hengpie-dian
畔 shu-hengzhe-heng-shu-heng-dian-pie-heng-heng-shu
猸 pie-wangou-pie-hengzhe-shu-heng-shupie-shu-hengzhegou-heng-heng-heng
仙 pie-shu-shu-shuzhe-shu
佘 pie-na-heng-heng-shugou-zuodian-dian
換 heng-shugou-ti-pie-hengpie-shu-hengzhe-pie-shuwan-heng-pie-na
惝 zuodian-dian-shu-shu-dian-pie-shu-hengzhegou-shu-hengzhe-heng
嫡 piedian-pie-heng-dian-heng-dian-pie-shu-hengzhegou-heng-shu-shu-hengzhe-heng
甑 dian-pie-shu-hengzhe-shu-dian-pie-heng-shu-hengzhegou-heng-heng-heng-shuti-hengzhegou-dian
塢 heng-shu-ti-pie-shu-hengzhe-heng-heng-hengzhegou-zuodian-dian-dian-dian
峥 shu-shuzhe-shu-pie-hengpie-hengzhe-heng-heng-shugou
燧 zuodian-pie-shupie-dian-dian-pie-heng-pie-wangou-pie-pie-pie-dian-dian-hengzhezhepie-pingna
牦 pie-heng-shu-ti-pingpie-heng-heng-shuwangou
坨 heng-shu-ti-dian-zuodian-henggou-pie-shuwangou
毫 dian-heng-shu-hengzhe-heng-zuodian-henggou-pingpie-heng-heng-shuwangou
瑪 heng-heng-shu-ti-heng-shu-heng-heng-shu-hengzhegou-zuodian-dian-dian-dian
淯 dian-dian-ti-dian-heng-piezhe-dian-shu-hengzhegou-heng-heng
湮 dian-dian-ti-heng-shu-hengzhe-shu-shu-heng-heng-shu-heng
拱 heng-0-1shugou-1shugou-1shugou-ti-heng-shu-shu-heng-pie-dian
柳 heng-shu-pie-dian-pie-shuti-shupie-hengzhegou-shu
瞒 shu-hengzhe-heng-heng-heng-heng-shu-shu-heng-shu-hengzhegou-pie-dian-shupie-dian
整 heng-shu-hengzhe-heng-shu-pie-dian-pie-heng-pie-na-heng-shu-heng-shu-heng
婶 piedian-pie-heng-dian-zuodian-henggou-shu-hengzhe-heng-heng-shu
彸 pie-pie-shu-pie-na-piezhe-dian
叻 shu-hengzhe-heng-hengzhegou-shupie
屺 shu-shuzhe-shu-hengzhe-heng-shuwangou
烽 zuodian-pie-shupie-dian-pie-hengpie-na-heng-heng-heng-shu
兼 dian-pie-heng-hengzhe-heng-heng-shu-shu-pie-na
痿 dian-heng-shupie-dian-ti-pingpie-heng-shu-pie-na-piedian-pie-heng
百 heng-pie-shu-hengzhegou-heng-heng
氅 shu-dian-pie-shu-hengzhegou-shu-hengzhe-heng-pie-heng-pie-na-pingpie-heng-heng-shuwangou
着 dian-pie-heng-heng-heng-pie-shu-hengzhegou-heng-heng-heng
昉 shu-hengzhe-heng-heng-dian-heng-hengzhegou-pie
嬋 piedian-pie-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu
堍 heng-shu-ti-pie-hengpie-shu-hengzhe-heng-pie-shuwangou-dian
刑 heng-heng-shupie-shu-shu-shugou
圓 shu-hengzhegou-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-pie-dian-heng
炒 zuodian-pie-shupie-dian-shu-zuodian-dian-pie
吕 shu-hengzhe-heng-shu-hengzhe-heng
喔 shu-hengzhe-heng-hengzhe-heng-shupie-heng-piezhe-dian-heng-shu-heng
丙 heng-shu-hengzhegou-shupie-dian
挛 dian-heng-shu-shu-zuodian-dian-pingpie-heng-heng-shugou
瓮 pie-na-piezhe-dian-heng-piezhe-hengzhewangou-dian
思 shu-hengzhegou-heng-shu-heng-zuodian-wogou-dian-dian
牵 heng-pie-dian-zuodian-henggou-pie-heng-heng-shu
琛 heng-heng-shu-ti-zuodian-henggou-pie-dian-heng-shu-pie-na
宠 dian-zuodian-henggou-heng-shupie-shuwangou-pie-dian
煽 dian-pie-shupie-dian-dian-hengzhe-heng-shupie-hengzhegou-dian-ti-hengzhegou-dian-ti
尥 heng-shupie-shuwangou-pie-hengzhegou-dian
劦 hengzhegou-pie-hengzhegou-pie-hengzhegou-pie
嘩 shu-hengzhe-heng-shu-heng-pie-heng-heng-heng-shu-pie-heng-heng-shu
咪 shu-hengzhe-heng-dian-pie-heng-shu-pie-na
亮 dian-heng-shu-hengzhe-heng-zuodian-henggou-pie-hengzhewangou
掰 pie-heng-heng-shupie-pie-na-hengzhegou-pie-pingpie-heng-heng-shugou
悲 shu-heng-heng-ti-shu-heng-heng-heng-zuodian-wogou-dian-dian
夷 heng-hengzhe-heng-hengzhewangou-shupie-na
医 heng-pie-heng-heng-pie-dian-shuzhe
冼 dian-ti-pie-heng-shu-heng-pie-shuwangou
唿 shu-hengzhe-heng-pie-hengzhegou-pie-pie-zuodian-wogou-dian-dian
毀 pie-shu-heng-hengzhe-heng-heng-heng-shu-ti-pie-hengzhewan-hengpie-na
佃 pie-shu-shu-hengzhegou-heng-shu-heng
棂 heng-shu-pie-dian-hengzhe-heng-heng-dian-pie-pie-na
淄 dian-dian-ti-piedian-piedian-piedian-shu-hengzhe-heng-shu-heng
拆 heng-shugou-ti-pie-shupie-heng-shu-dian
晉 heng-piezhe-dian-piezhe-dian-heng-shu-hengzhegou-heng-heng
擊 heng-shu-hengzhe-heng-heng-heng-shu-shuzhe-dian-pie-hengzhewan-hengpie-na-pingpie-heng-heng-shugou
塍 shupie-hengzhegou-heng-heng-dian-pie-heng-heng-shupie-na-heng-shu-heng
溧 dian-dian-ti-heng-shu-hengzhe-shu-shu-heng-heng-shu-pie-na
剑 pie-dian-heng-dian-dian-pie-ti-shu-shugou
珐 heng-heng-shu-ti-heng-shu-heng-piezhe-dian
呕 shu-hengzhe-heng-heng-pie-dian-shuzhe
嗔 shu-hengzhe-heng-heng-shu-shu-hengzhe-heng-heng-heng-heng-pie-dian
楗 heng-shu-pie-dian-hengzhe-heng-heng-heng-heng-shu-hengzhezhepie-pingna
乙 hengzhewangou
俘 pie-shu-pingpie-dian-dian-pie-hengpie-shugou-heng
恝 heng-heng-ti-shu-hengzhegou-pie-zuodian-wogou-dian-dian
猙 pie-wangou-pie-pingpie-dian-dian-pie-hengzhe-heng-heng-shugou
滑 dian-dian-ti-shu-hengzhe-hengzhe-zuodian-henggou-shu-hengzhegou-heng-heng
壢 heng-shu-ti-heng-shupie-pingpie-heng-shu-pie-dian-pingpie-heng-shu-pie-na-shu-heng-shu-heng
履 hengzhe-heng-shupie-pie-pie-shu-pie-heng-shu-hengzhe-heng-heng-pie-hengpie-na
巤 piedian-piedian-piedian-shu-hengzhe-pie-dian-heng-shuti-dian-dian-shuti-dian-dian-xiegou
內 shu-hengzhegou-shupie-dian
勦 piedian-piedian-piedian-shu-hengzhe-heng-heng-heng-shu-pie-dian-hengzhegou-shupie
噩 heng-shu-shu-hengzhe-heng-shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng
哪 shu-hengzhe-heng-hengzhegou-heng-heng-shupie-hengpiewangou-shu
浯 dian-dian-ti-heng-shu-hengzhe-heng-shu-hengzhe-heng
杳 heng-shu-pie-na-shu-hengzhe-heng-heng
幹 heng-shu-shu-hengzhe-heng-heng-heng-shu-pie-na-heng-heng-shu
忸 zuodian-dian-shu-hengzhe-shu-heng-heng
卻 pie-dian-pie-dian-shu-hengzhe-heng-hengzhegou-shu
琵 heng-heng-shu-ti-heng-heng-shu-heng-heng-shuti-pie-shuwangou
偽 pie-shu-pingpie-dian-dian-pie-pie-hengzhe-hengzhe-hengzhegou-dian-dian-dian-dian
凼 shugou-hengpie-pie-na-shuzhe-shu
畿 piezhe-piezhe-dian-piezhe-piezhe-dian-heng-shu-hengzhe-heng-shu-heng-xiegou-pie-dian
图 shu-hengzhegou-pie-hengpie-na-dian-dian-heng
梃 heng-shu-pie-dian-pingpie-heng-shu-heng-hengzhezhepie-pingna
漂 dian-dian-ti-heng-shu-hengzhe-shu-shu-heng-heng-heng-shugou-zuodian-dian
暇 shu-hengzhe-heng-heng-hengzhe-heng-shu-heng-heng-hengzhe-heng-hengpie-na
攆 heng-shugou-ti-heng-heng-pie-dian-heng-heng-pie-dian-heng-shu-hengzhe-heng-heng-heng-shu
㲋 pie-hengpie-shu-hengzhe-heng-heng-shuti-pie-shuwangou
希 pie-dian-heng-pie-shu-hengzhegou-shu
産 dian-heng-pie-dian-heng-shupie-pie-heng-heng-shu-ti
喑 shu-hengzhe-heng-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng
吐 shu-hengzhe-heng-heng-shu-heng
猝 pie-wangou-pie-dian-heng-pie-dian-pie-dian-heng-shu
園 shu-hengzhegou-heng-shu-heng-shu-hengzhe-heng-pie-shu-pie-dian-heng
厕 heng-shupie-shu-hengzhe-shupie-dian-shu-shugou
⺗ shugou-zuodian-dian-dian
枝 heng-shu-pie-dian-heng-shu-hengpie-na
昜 shu-hengzhe-heng-heng-heng-pie-hengzhegou-pie-pie
抟 heng-shugou-ti-heng-heng-shuzhepie-dian
嶡 shu-shuzhe-shu-heng-shupie-dian-pie-heng-shuzhe-shu-pie-pie-hengpie-pie-na
由 shu-hengzhegou-heng-shu-heng
宥 dian-zuodian-henggou-heng-pie-shu-hengzhegou-heng-heng
甦 heng-shu-hengzhe-heng-heng-shupie-pingna-pie-heng-heng-shu-heng
倨 pie-shu-hengzhe-heng-shupie-heng-shu-shu-hengzhe-heng
沫 dian-dian-ti-heng-heng-shu-pie-na
匪 heng-shu-heng-heng-ti-shu-heng-heng-heng-shuzhe
丬 dian-ti-shu
檯 heng-shu-pie-dian-heng-shu-heng-shu-hengzhe-heng-zuodian-henggou-heng-piezhe-dian-heng-shu-heng
玮 heng-heng-shu-ti-heng-heng-hengzhegou-shu
澉 dian-dian-ti-hengzhe-heng-shu-shu-heng-heng-ti-pie-heng-pie-na
睚 shu-hengzhegou-heng-heng-heng-heng-shupie-heng-shu-heng-heng-shu-heng
璐 heng-heng-shu-ti-shu-hengzhe-heng-shu-heng-shu-ti-pie-hengpie-na-shu-hengzhe-heng
戴 heng-shu-heng-shu-hengzhe-heng-shu-heng-heng-shu-shu-heng-pie-dian-xiegou-pie-dian
康 dian-heng-shupie-hengzhe-heng-heng-shugou-dian-ti-pie-na
妹 piedian-pie-heng-heng-heng-shu-pie-na
咻 shu-hengzhe-heng-pie-shu-heng-shu-pie-na
瞽 heng-shu-heng-shu-hengzhe-heng-dian-pie-ti-heng-shu-hengpie-na-shu-hengzhegou-heng-heng-heng
嘼 shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng-heng-shu-hengzhe-heng
势 heng-shugou-ti-pie-shuwangou-dian-hengzhegou-pie
烧 dian-pie-shupie-dian-heng-xiegou-pie-heng-pie-shuwangou
琉 heng-heng-shu-ti-dian-heng-piezhe-dian-pie-shu-shuwangou
汀 dian-dian-ti-heng-shugou
毅 dian-heng-dian-pie-heng-pie-wangou-pie-pie-pie-dian-pie-hengzhewan-hengpie-na
橄 heng-shu-pie-dian-hengzhe-heng-shu-shu-heng-heng-ti-pie-heng-pie-na
曇 shu-hengzhe-heng-heng-heng-zuodian-henggou-shu-dian-dian-dian-dian-heng-heng-piezhe-dian
應 dian-heng-shupie-pie-shu-pie-shu-dian-heng-heng-heng-shu-heng-zuodian-wogou-dian-dian
峋 shu-shuzhe-shu-pie-hengzhegou-shu-hengzhe-heng-heng
忍 hengzhegou-pie-zuodian-zuodian-wogou-dian-dian
幌 shu-hengzhegou-shu-shu-hengzhe-heng-heng-shu-dian-pie-heng-pie-shuwangou
奎 heng-pie-na-heng-shu-heng-heng-shu-heng
嗑 shu-hengzhe-heng-heng-shu-heng-piezhe-dian-shu-hengzhe-shu-shu-heng
呐 shu-hengzhe-heng-shu-hengzhegou-shupie-dian
坒 heng-shuti-pie-shuwangou-heng-shu-heng
叕 hengpie-dian-hengpie-dian-hengpie-dian-hengpie-na
剔 shu-hengzhe-heng-heng-pie-hengzhegou-pie-pie-shu-shugou
仗 pie-shu-heng-shupie-na
柝 heng-shu-pie-dian-pie-shupie-heng-shu-dian
拟 heng-shugou-ti-shuti-dian-shupie-dian
巡 piedian-piedian-piedian-dian-hengzhezhepie-pingna
屠 hengzhe-heng-shupie-heng-shu-heng-pie-shu-hengzhegou-heng-heng
形 heng-heng-shupie-shu-pie-pie-pie
寥 dian-zuodian-henggou-hengzhe-dian-ti-hengzhe-dian-ti-pie-na-pie-pie-pie
盧 shu-heng-henggou-shupie-heng-shuwangou-shu-hengzhe-heng-shu-heng-shu-hengzhe-shu-shu-heng
啦 shu-hengzhe-heng-heng-shugou-ti-dian-heng-dian-pie-heng
泫 dian-dian-ti-dian-heng-piezhe-piezhe-dian
俭 pie-shu-pie-na-heng-dian-dian-pie-heng
楮 heng-shu-pie-dian-heng-shu-heng-pie-shu-hengzhegou-heng-heng
旱 shu-hengzhe-heng-heng-heng-heng-shu
想 heng-shu-pie-dian-shu-hengzhe-heng-heng-heng-zuodian-wogou-dian-dian
杲 shu-hengzhe-heng-heng-heng-shu-pie-na
爿 shuzhe-shu-heng-pie
廷 pingpie-heng-shu-heng-hengzhezhepie-pingna
姹 piedian-pie-heng-dian-zuodian-henggou-pingpie-heng-shuwangou
孺 hengpie-shugou-ti-heng-zuodian-henggou-shu-dian-dian-dian-dian-heng-pie-shu-hengzhegou-shu-shu
埽 heng-shu-ti-hengzhe-heng-heng-zuodian-henggou-shu-hengzhegou-shu
噼 shu-hengzhe-heng-hengzhe-heng-shupie-shu-hengzhe-heng-dian-heng-dian-pie-heng-heng-shu
勿 pie-hengzhegou-pie-pie
洁 dian-dian-ti-heng-shu-heng-shu-hengzhe-heng
檄 heng-shu-pie-dian-pie-shu-hengzhe-heng-heng-dian-heng-hengzhegou-pie-pie-heng-pie-na
昇 shu-hengzhe-heng-heng-pingpie-heng-shupie-shu
疱 dian-heng-shupie-dian-ti-pie-hengzhegou-hengzhe-heng-shuwangou
愉 zuodian-dian-shu-pie-na-heng-shu-hengzhegou-heng-heng-shu-shugou
尋 hengzhe-heng-heng-heng-shu-heng-shu-hengzhe-heng-heng-shugou-dian
掊 heng-shugou-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng
疆 hengzhe-heng-shuzhezhegou-heng-shu-ti-heng-shu-hengzhe-heng-shu-heng-heng-shu-hengzhe-heng-shu-heng-heng
畬 pie-na-heng-heng-shugou-zuodian-dian-shu-hengzhe-heng-shu-heng
唑 shu-hengzhe-heng-pie-dian-pie-dian-heng-shu-heng
咐 shu-hengzhe-heng-pie-shu-heng-shugou-dian
垒 piezhe-dian-piezhe-dian-piezhe-dian-heng-shu-heng
匕 pie-shuwangou
渗 dian-dian-ti-piezhe-dian-heng-pie-na-pie-pie-pie
涖 dian-dian-ti-pie-shu-dian-heng-dian-pie-heng
搛 heng-shugou-ti-dian-pie-heng-hengzhe-heng-heng-shu-shu-pie-na
殚 heng-pie-hengpie-dian-dian-pie-shu-hengzhe-heng-heng-heng-shu
朝 heng-shu-shu-hengzhe-heng-heng-heng-shu-shupie-hengzhegou-heng-heng
戟 heng-shu-shu-hengzhe-heng-heng-heng-shu-heng-xiegou-pie-dian
甫 heng-shu-hengzhegou-heng-heng-shu-dian
甚 heng-shu-shu-heng-heng-heng-pie-dian-shuzhe
嘧 shu-hengzhe-heng-dian-zuodian-henggou-zuodian-wogou-dian-pie-dian-shu-shuzhe-shu
潰 dian-dian-ti-dian-hengzhe-heng-shu-heng-shu-hengzhe-heng-heng-heng-pie-dian
储 pie-shu-dian-hengzheti-heng-shu-heng-pie-shu-hengzhegou-heng-heng
氫 pie-heng-heng-hengzhexiegou-heng-piedian-piedian-piedian-heng-shu-heng
厪 heng-shupie-heng-shu-shu-heng-shu-hengzhe-heng-heng-heng-shu-heng
